iter	Logloss
440	0.171341515
441	0.1710504992
442	0.1708359477
443	0.1705175868
444	0.1703447725
445	0.1701363492
446	0.169954652
447	0.1697063949
448	0.1694749132
449	0.1692554249
450	0.1690870521
451	0.168769821
452	0.1684617822
453	0.1681504317
454	0.1677931501
455	0.167468367
456	0.1671894375
457	0.1669709861
458	0.1666718458
459	0.1664105429
460	0.1662270196
461	0.1659380621
462	0.1658095849
463	0.165482434
464	0.1653107339
465	0.1650864793
466	0.1648602592
467	0.1645506574
468	0.1643567037
469	0.164242433
470	0.1640248637
471	0.1638089813
472	0.1635669762
473	0.1634464689
474	0.1632438335
475	0.1630353947
476	0.162776475
477	0.1624974992
478	0.1622357475
479	0.1619375976
480	0.1618013208
481	0.1614833932
482	0.1612482284
483	0.160905927
484	0.1606961883
485	0.1603257371
486	0.1600629331
487	0.1597728304
488	0.159563525
489	0.1594116954
490	0.1589372801
491	0.1587841661
492	0.158581902
493	0.1583248239
494	0.1581078582
495	0.1578112248
496	0.1576087441
497	0.1573850311
498	0.1571577896
499	0.156866681
500	0.1566173252
501	0.156447869
502	0.1561638637
503	0.1559306332
504	0.1557705088
505	0.1554404021
506	0.1551951627
507	0.1549878382
508	0.1546761472
509	0.1544288186
510	0.1541050414
511	0.1537826879
512	0.1535422149
513	0.1533457541
514	0.1530482851
515	0.1529103834
516	0.1526317171
517	0.1524411525
518	0.1521667419
519	0.151965917
520	0.1518051426
521	0.1515131674
522	0.1512318857
523	0.150918446
524	0.1507722031
525	0.1505613037
526	0.1500467297
527	0.149738954
528	0.1496073199
529	0.1492910791
530	0.1490289715
531	0.1487022849
532	0.1485246422
533	0.1483504506
534	0.1481476449
535	0.147924783
536	0.1474964382
537	0.1473231441
538	0.1469988252
539	0.1468045929
540	0.1466799537
541	0.146482193
542	0.1462650879
543	0.1460415606
544	0.1458709903
545	0.1456292483
546	0.1453741511
547	0.1450487644
548	0.1448147292
549	0.144557094
550	0.1443823762
551	0.1441205936
552	0.1440264255
553	0.1437397738
554	0.1434956951
555	0.143330309
556	0.143070662
557	0.1428146053
558	0.1424566428
559	0.1423204434
560	0.1421389009
561	0.1418805384
562	0.1417250256
563	0.1413854324
564	0.1411518461
565	0.1408605827
566	0.1406194288
567	0.140523543
568	0.140191734
569	0.1399873343
570	0.1396776551
571	0.1395536349
572	0.1393782053
573	0.1392070159
574	0.1389587588
575	0.1387427216
576	0.1385861101
577	0.1384378089
578	0.1383006191
579	0.1380155923
580	0.1377234933
581	0.1375212137
582	0.1372690878
583	0.1370543815
584	0.1368584468
585	0.1366788698
586	0.136493443
587	0.1362741714
588	0.1361547319
589	0.1360287927
590	0.1358097842
591	0.1355348784
592	0.1354053644
593	0.1350746387
594	0.1347851086
595	0.134506566
596	0.1342608779
597	0.1339801688
598	0.1338378256
599	0.1336817403
600	0.133499455
601	0.1333492039
602	0.133135163
603	0.1328657665
604	0.1326009816
605	0.1323928678
606	0.1321196024
607	0.1317560533
608	0.1315158124
609	0.1312861568
610	0.1310730909
611	0.1308613249
612	0.1307439437
613	0.1306195985
614	0.1304351311
615	0.1301507079
616	0.1300297983
617	0.1297949429
618	0.1297019974
619	0.1295450609
620	0.1294333437
621	0.1291141781
622	0.1289195357
623	0.1286696691
624	0.1284602322
625	0.1283217966
626	0.1282183974
627	0.1278716314
628	0.1277914299
629	0.1276739558
630	0.1273638665
631	0.1272355519
632	0.1269793249
633	0.1266246896
634	0.1264512408
635	0.1262262433
636	0.1261172343
637	0.1259749221
638	0.1257789875
639	0.1256648716
640	0.1254698655
641	0.1252380665
642	0.1251219465
643	0.1250251476
644	0.1248986358
645	0.1247639685
646	0.1245158816
647	0.124405681
648	0.1241831983
649	0.123989732
650	0.1238542599
651	0.1237378227
652	0.1235695582
653	0.1233434542
654	0.123076495
655	0.1228478762
656	0.1226092913
657	0.1225015203
658	0.1222846474
659	0.1220543341
660	0.121963973
661	0.1218073383
662	0.121703823
663	0.1215330902
664	0.1213440034
665	0.121140571
666	0.1209553299
667	0.1207215655
668	0.1205142333
669	0.120428538
670	0.1202501371
671	0.1199949315
672	0.1198834309
673	0.1197907639
674	0.119634431
675	0.1193955675
676	0.1191733091
677	0.1190697784
678	0.1189289054
679	0.1188567434
680	0.1186315448
681	0.1184345733
682	0.1182959829
683	0.1181652077
684	0.1180448165
685	0.1178956332
686	0.1176980349
687	0.1174841565
688	0.1173404825
689	0.1171585377
690	0.1169125246
691	0.1167397489
692	0.1165534091
693	0.1163654443
694	0.1161497631
695	0.1159188462
696	0.1156922625
697	0.1155184036
698	0.1153726172
699	0.1153052835
700	0.1151198103
701	0.1149297331
702	0.1147773232
703	0.11463026
704	0.1144740509
705	0.1142228689
706	0.1140397712
707	0.1138102085
708	0.1136288904
709	0.1134958016
710	0.1133192886
711	0.1131108344
712	0.1130486386
713	0.1128759636
714	0.1126522041
715	0.1125423594
716	0.1123342611
717	0.1122032692
718	0.1120482903
719	0.1119306847
720	0.1117622112
721	0.1116251452
722	0.1114293963
723	0.1113119377
724	0.1110918769
725	0.1109315667
726	0.1108157485
727	0.1107190579
728	0.110579098
729	0.1104737798
730	0.1103008882
731	0.1100769662
732	0.1099440089
733	0.1098199345
734	0.109599982
735	0.1094347894
736	0.1092644744
737	0.1091187576
738	0.1089519091
739	0.1087821666
740	0.1085615796
741	0.1083989405
742	0.1082341811
743	0.1080471062
744	0.1078931333
745	0.1077611896
746	0.1075857832
747	0.1074749945
748	0.1073930907
749	0.1072643195
750	0.1070568789
751	0.1068881192
752	0.1066824582
753	0.1065235641
754	0.1063702953
755	0.1062564966
756	0.1061003339
757	0.1059367275
758	0.105739756
759	0.1056204403
760	0.1053756033
761	0.105264211
762	0.1051353547
763	0.1050011207
764	0.1048227894
765	0.1046946141
766	0.1045361068
767	0.104373398
768	0.1041183626
769	0.1040373796
770	0.1038185027
771	0.1036206259
772	0.1034378686
773	0.1033659542
774	0.1032582916
775	0.1031004575
776	0.1030154122
777	0.1028169086
778	0.1026457966
779	0.1025679552
780	0.1024208688
781	0.1022763668
782	0.102207269
783	0.1020595094
784	0.1019798341
785	0.1017563996
786	0.1015900927
787	0.1013511751
788	0.101290047
789	0.1011239104
790	0.1010732128
791	0.1010225772
792	0.1008336607
793	0.1006785735
794	0.1005782462
795	0.1004514714
796	0.1002965621
797	0.1001361901
798	0.09999143279
799	0.09977048986
800	0.09952285952
801	0.09930546821
802	0.09915452845
803	0.09899071312
804	0.09876514303
805	0.09862539202
806	0.09851097432
807	0.09833123476
808	0.0981505512
809	0.09801042104
810	0.09787368001
811	0.09776347936
812	0.09764117692
813	0.09753459752
814	0.09737501473
815	0.09723096155
816	0.09704565857
817	0.09689826269
818	0.09667918455
819	0.09652887155
820	0.09634501552
821	0.09624761307
822	0.09610100644
823	0.09595023691
824	0.09581526008
825	0.09565737958
826	0.09556273176
827	0.09541795897
828	0.09527865675
829	0.09518345955
830	0.09511019105
831	0.09498788087
832	0.09483554832
833	0.09464867458
834	0.09444438323
835	0.09427192487
836	0.09409945103
837	0.09392103462
838	0.09379686739
839	0.0937216722
840	0.09360646524
841	0.09348757514
842	0.09331313592
843	0.09320311324
844	0.09301426638
845	0.09283039488
846	0.09270430869
847	0.09249661273
848	0.092363934
849	0.0922373526
850	0.09212096178
851	0.09191818702
852	0.09178697072
853	0.09166555037
854	0.09154676859
855	0.09144056835
856	0.09127246632
857	0.09110663919
858	0.09094523029
859	0.09086954763
860	0.09075092834
861	0.09055076119
862	0.09042807186
863	0.09032076513
864	0.0902189986
865	0.09012917911
866	0.08989212624
867	0.08968491003
868	0.08946458611
869	0.08931525581
870	0.08922734754
871	0.08910920025
872	0.08900767359
873	0.08885096923
874	0.08870113597
875	0.08860742441
876	0.08845026353
877	0.08831627712
878	0.08821423204
879	0.08813151578
880	0.08807348286
881	0.08795537426
882	0.08778687761
883	0.0876273722
884	0.08745926244
885	0.08734643097
886	0.0872681639
887	0.0871504035
888	0.08699509193
889	0.08684436109
890	0.08675637545
891	0.08656253776
892	0.08643678429
893	0.08626817158
894	0.0860941502
895	0.08596610636
896	0.08585894664
897	0.08573163015
898	0.08558630024
899	0.08540382153
900	0.08527369625
901	0.08518373749
902	0.08507830328
903	0.0849671122
904	0.08485744546
905	0.08477640829
906	0.08462983261
907	0.08449418259
908	0.08433479325
909	0.08421293185
910	0.08407287907
911	0.08396072078
912	0.08386827821
913	0.08377595944
914	0.08368148958
915	0.0836228067
916	0.08348343484
917	0.08333972985
918	0.08319363391
919	0.08304379291
920	0.0829260093
921	0.0828261772
922	0.08273676008
923	0.08265168382
924	0.08250577358
925	0.0824216568
926	0.08226635296
927	0.08207369141
928	0.0819815893
929	0.08186303191
930	0.08177041137
931	0.0816273254
932	0.08153869753
933	0.08146186194
934	0.08135217972
935	0.08124474144
936	0.08114459984
937	0.08107018616
938	0.08088564921
939	0.0807494266
940	0.08065208605
941	0.08058437324
942	0.08049209316
943	0.08038145147
944	0.0802579342
945	0.08015638433
946	0.08008250455
947	0.08000626477
948	0.07988444206
949	0.0798262776
950	0.0795681317
951	0.07944770178
952	0.07934740542
953	0.07919224861
954	0.0790800052
955	0.0790013203
956	0.07891361322
957	0.07881413705
958	0.07869711174
959	0.07858893064
960	0.07850922436
961	0.0783459971
962	0.07820716688
963	0.07804912389
964	0.07790055962
965	0.07775852598
966	0.0776402781
967	0.07753352848
968	0.07742838831
969	0.07734416319
970	0.07723271678
971	0.07715988933
972	0.07706358563
973	0.0769668641
974	0.07683241343
975	0.07672676257
976	0.07662200928
977	0.07651213362
978	0.07643180832
979	0.07633832889
980	0.07625163545
981	0.07614439061
982	0.07607424815
983	0.07594848695
984	0.07581024479
985	0.07572392276
986	0.07562998681
987	0.07552370145
988	0.07545203466
989	0.0752682328
990	0.07514873141
991	0.07508385834
992	0.0749855351
993	0.07490796443
994	0.07480146242
995	0.07472440244
996	0.07457841482
997	0.07451570832
998	0.07439612955
999	0.07429069535
